frame_id,time_sec,logical_vehicle_id,raw_track_id,tracklet_id,source,class_name,confidence,x1,y1,x2,y2,center_x,center_y,association_status,vehicle_validity_status,purity_status,final_gate_status
12,0.24,lv_0006,mot_0007,mot_0007_tl01,detected,car,0.808863,982.56,353.21,1032.86,398.44,1007.71,375.82,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
12,0.24,lv_0007,mot_0008,mot_0008_tl01,detected,car,0.821444,828.50,199.36,870.70,236.71,849.60,218.04,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
12,0.24,lv_0008,mot_0009,mot_0009_tl01,detected,bus,0.302201,1423.25,537.59,1511.31,666.23,1467.28,601.91,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
12,0.24,lv_0009,mot_0010,mot_0010_tl01,detected,car,0.813844,1465.06,335.62,1525.34,375.94,1495.20,355.78,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
12,0.24,lv_0010,mot_0011,mot_0011_tl01,detected,car,0.593423,786.74,201.91,828.37,245.03,807.56,223.47,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
13,0.26,lv_0001,mot_0001,mot_0001_tl01,detected,car,0.909747,1345.02,971.48,1437.02,1066.51,1391.02,1019.00,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
13,0.26,lv_0002,mot_0002,mot_0002_tl01,detected,car,0.920689,984.32,481.17,1045.68,542.67,1015.00,511.92,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
13,0.26,lv_0003,mot_0003,mot_0003_tl01,detected,car,0.905877,1179.40,573.35,1245.75,639.66,1212.58,606.50,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
13,0.26,lv_0004,mot_0004,mot_0004_tl01,detected,car,0.677488,1074.31,599.29,1143.83,669.82,1109.07,634.56,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
13,0.26,lv_0005,mot_0006,mot_0006_tl01,detected,car,0.847107,900.79,276.53,945.98,314.62,923.38,295.57,accepted,AUTO_KEEP,PURITY_REVIEW,REVIEW_ONLY_IF_UNCERTAIN
13,0.26,lv_0006,mot_0007,mot_0007_tl01,detected,car,0.837108,981.81,352.30,1032.10,397.54,1006.95,374.92,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
13,0.26,lv_0007,mot_0008,mot_0008_tl01,detected,car,0.815741,828.22,198.71,869.61,235.50,848.91,217.11,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
